timestamp,strikePrice,Theo ES,Rank,Greek,Value
2025-02-05 07:41:13,5960,5996.0,Call DEX 5,DEX,1.678
2025-02-05 07:41:13,5970,6006.0,Put GEX 4,GEX,-26777.692
2025-02-05 07:41:13,5970,6006.0,Call VEX 3,VEX,0.015
2025-02-05 07:41:13,5980,6016.0,Put GEX 5,GEX,-20828.157
2025-02-05 07:41:13,5980,6016.0,Call VEX 5,VEX,0.011
2025-02-05 07:41:13,5990,6026.0,Call DEX 4,DEX,2.291
2025-02-05 07:41:13,5990,6026.0,Call VEX 4,VEX,0.013
2025-02-05 07:41:13,5995,6031.0,Put DEX 3,DEX,-3.157
2025-02-05 07:41:13,5995,6031.0,Put GEX 2,GEX,-99364.336
2025-02-05 07:41:13,5995,6031.0,Call VEX 2,VEX,0.036
2025-02-05 07:41:13,6000,6036.25,Put DEX 2,DEX,-6.002
2025-02-05 07:41:13,6000,6036.25,Put GEX 1,GEX,-184234.953
2025-02-05 07:41:13,6000,6036.25,Call VEX 1,VEX,0.061
2025-02-05 07:41:13,6005,6041.25,Call DEX 2,DEX,3.105
2025-02-05 07:41:13,6025,6061.25,Put DEX 5,DEX,-2.471
2025-02-05 07:41:13,6025,6061.25,Put GEX 3,GEX,-39839.321
2025-02-05 07:41:13,6045,6081.5,Call GEX 5,GEX,17688.157
2025-02-05 07:41:13,6050,6086.5,Call GEX 3,GEX,29904.093
2025-02-05 07:41:13,6050,6086.5,Put VEX 4,VEX,-0.015
2025-02-05 07:41:13,6055,6091.5,Call DEX 1,DEX,3.789
2025-02-05 07:41:13,6055,6091.5,Call GEX 1,GEX,135287.367
2025-02-05 07:41:13,6055,6091.5,Put VEX 2,VEX,-0.034
2025-02-05 07:41:13,6060,6096.5,Call DEX 3,DEX,3.054
2025-02-05 07:41:13,6060,6096.5,Call GEX 2,GEX,128237.965
2025-02-05 07:41:13,6060,6096.5,Put VEX 1,VEX,-0.038
2025-02-05 07:41:13,6065,6101.5,Call GEX 4,GEX,23085.424
2025-02-05 07:41:13,6080,6116.5,Put DEX 4,DEX,-2.565
2025-02-05 07:41:13,6080,6116.5,Put VEX 5,VEX,-0.013
2025-02-05 07:41:13,6100,6136.75,Put DEX 1,DEX,-8.008
2025-02-05 07:41:13,6100,6136.75,Put VEX 3,VEX,-0.021
2025-02-05 07:42:29,5960,5996.0,Call DEX 5,DEX,1.638
2025-02-05 07:42:29,5970,6006.0,Put GEX 4,GEX,-26480.354
2025-02-05 07:42:29,5970,6006.0,Call VEX 3,VEX,0.015
2025-02-05 07:42:29,5980,6016.0,Put GEX 5,GEX,-20658.879
2025-02-05 07:42:29,5980,6016.0,Call VEX 5,VEX,0.011
2025-02-05 07:42:29,5990,6026.0,Call DEX 4,DEX,2.245
2025-02-05 07:42:29,5990,6026.0,Call VEX 4,VEX,0.013
2025-02-05 07:42:29,5995,6031.0,Put DEX 3,DEX,-3.145
2025-02-05 07:42:29,5995,6031.0,Put GEX 2,GEX,-100103.56
2025-02-05 07:42:29,5995,6031.0,Call VEX 2,VEX,0.036
2025-02-05 07:42:29,6000,6036.25,Put DEX 2,DEX,-5.949
2025-02-05 07:42:29,6000,6036.25,Put GEX 1,GEX,-186542.462
2025-02-05 07:42:29,6000,6036.25,Call VEX 1,VEX,0.061
2025-02-05 07:42:29,6005,6041.25,Call DEX 2,DEX,3.072
2025-02-05 07:42:29,6025,6061.25,Put DEX 5,DEX,-2.487
2025-02-05 07:42:29,6025,6061.25,Put GEX 3,GEX,-42215.531
2025-02-05 07:42:29,6050,6086.5,Call GEX 3,GEX,28769.201
2025-02-05 07:42:29,6050,6086.5,Put VEX 4,VEX,-0.015
2025-02-05 07:42:29,6055,6091.5,Call DEX 1,DEX,3.772
2025-02-05 07:42:29,6055,6091.5,Call GEX 1,GEX,133924.372
2025-02-05 07:42:29,6055,6091.5,Put VEX 2,VEX,-0.034
2025-02-05 07:42:29,6060,6096.5,Call DEX 3,DEX,3.005
2025-02-05 07:42:29,6060,6096.5,Call GEX 2,GEX,127440.672
2025-02-05 07:42:29,6060,6096.5,Put VEX 1,VEX,-0.038
2025-02-05 07:42:29,6065,6101.5,Call GEX 4,GEX,22979.801
2025-02-05 07:42:29,6075,6111.5,Call GEX 5,GEX,18050.453
2025-02-05 07:42:29,6080,6116.5,Put DEX 4,DEX,-2.645
2025-02-05 07:42:29,6080,6116.5,Put VEX 5,VEX,-0.013
2025-02-05 07:42:29,6100,6136.75,Put DEX 1,DEX,-8.217
2025-02-05 07:42:29,6100,6136.75,Put VEX 3,VEX,-0.019
2025-02-05 07:43:44,5970,6006.0,Put GEX 4,GEX,-26969.926
2025-02-05 07:43:44,5970,6006.0,Call VEX 3,VEX,0.015
2025-02-05 07:43:44,5975,6011.0,Call VEX 5,VEX,0.011
2025-02-05 07:43:44,5980,6016.0,Put GEX 5,GEX,-20908.248
2025-02-05 07:43:44,5985,6021.0,Call DEX 5,DEX,0.848
2025-02-05 07:43:44,5990,6026.0,Call DEX 4,DEX,2.331
2025-02-05 07:43:44,5990,6026.0,Call VEX 4,VEX,0.013
2025-02-05 07:43:44,5995,6031.0,Put DEX 3,DEX,-3.114
2025-02-05 07:43:44,5995,6031.0,Put GEX 2,GEX,-98693.509
2025-02-05 07:43:44,5995,6031.0,Call VEX 2,VEX,0.036
2025-02-05 07:43:44,6000,6036.25,Put DEX 2,DEX,-5.914
2025-02-05 07:43:44,6000,6036.25,Put GEX 1,GEX,-182724.816
2025-02-05 07:43:44,6000,6036.25,Call VEX 1,VEX,0.061
2025-02-05 07:43:44,6005,6041.25,Call DEX 2,DEX,3.153
2025-02-05 07:43:44,6025,6061.25,Put DEX 5,DEX,-2.427
2025-02-05 07:43:44,6025,6061.25,Put GEX 3,GEX,-38850.099
2025-02-05 07:43:44,6045,6081.5,Call GEX 5,GEX,18447.829
2025-02-05 07:43:44,6050,6086.5,Call GEX 3,GEX,30930.319
2025-02-05 07:43:44,6050,6086.5,Put VEX 4,VEX,-0.015
2025-02-05 07:43:44,6055,6091.5,Call DEX 1,DEX,3.84
2025-02-05 07:43:44,6055,6091.5,Call GEX 1,GEX,136733.111
2025-02-05 07:43:44,6055,6091.5,Put VEX 2,VEX,-0.034
2025-02-05 07:43:44,6060,6096.5,Call DEX 3,DEX,3.099
2025-02-05 07:43:44,6060,6096.5,Call GEX 2,GEX,129448.12
2025-02-05 07:43:44,6060,6096.5,Put VEX 1,VEX,-0.038
2025-02-05 07:43:44,6065,6101.5,Call GEX 4,GEX,23302.964
2025-02-05 07:43:44,6080,6116.5,Put DEX 4,DEX,-2.528
2025-02-05 07:43:44,6080,6116.5,Put VEX 5,VEX,-0.013
2025-02-05 07:43:44,6100,6136.75,Put DEX 1,DEX,-7.901
2025-02-05 07:43:44,6100,6136.75,Put VEX 3,VEX,-0.021
2025-02-05 07:44:59,5960,5996.0,Call DEX 5,DEX,1.665
2025-02-05 07:44:59,5970,6006.0,Put GEX 4,GEX,-27556.367
2025-02-05 07:44:59,5970,6006.0,Call VEX 3,VEX,0.015
2025-02-05 07:44:59,5980,6016.0,Put GEX 5,GEX,-21300.897
2025-02-05 07:44:59,5980,6016.0,Call VEX 5,VEX,0.011
2025-02-05 07:44:59,5990,6026.0,Call DEX 4,DEX,2.226
2025-02-05 07:44:59,5990,6026.0,Call VEX 4,VEX,0.013
2025-02-05 07:44:59,5995,6031.0,Put DEX 3,DEX,-3.373
2025-02-05 07:44:59,5995,6031.0,Put GEX 2,GEX,-100759.518
2025-02-05 07:44:59,5995,6031.0,Call VEX 2,VEX,0.035
2025-02-05 07:44:59,6000,6036.25,Put DEX 2,DEX,-6.426
2025-02-05 07:44:59,6000,6036.25,Put GEX 1,GEX,-186010.139
2025-02-05 07:44:59,6000,6036.25,Call VEX 1,VEX,0.06
2025-02-05 07:44:59,6005,6041.25,Call DEX 2,DEX,3.029
2025-02-05 07:44:59,6025,6061.25,Put DEX 4,DEX,-2.614
2025-02-05 07:44:59,6025,6061.25,Put GEX 3,GEX,-39264.572
2025-02-05 07:44:59,6045,6081.5,Call GEX 5,GEX,17643.342
2025-02-05 07:44:59,6050,6086.5,Call GEX 3,GEX,29614.474
2025-02-05 07:44:59,6050,6086.5,Put VEX 4,VEX,-0.015
2025-02-05 07:44:59,6055,6091.5,Call DEX 1,DEX,3.554
2025-02-05 07:44:59,6055,6091.5,Call GEX 1,GEX,132733.965
2025-02-05 07:44:59,6055,6091.5,Put VEX 2,VEX,-0.035
2025-02-05 07:44:59,6060,6096.5,Call DEX 3,DEX,2.802
2025-02-05 07:44:59,6060,6096.5,Call GEX 2,GEX,125169.219
2025-02-05 07:44:59,6060,6096.5,Put VEX 1,VEX,-0.038
2025-02-05 07:44:59,6065,6101.5,Call GEX 4,GEX,22353.743
2025-02-05 07:44:59,6080,6116.5,Put DEX 5,DEX,-2.604
2025-02-05 07:44:59,6080,6116.5,Put VEX 5,VEX,-0.013
2025-02-05 07:44:59,6100,6136.75,Put DEX 1,DEX,-8.022
2025-02-05 07:44:59,6100,6136.75,Put VEX 3,VEX,-0.02
2025-02-05 07:46:17,5960,5996.0,Call DEX 5,DEX,1.684
2025-02-05 07:46:17,5970,6006.0,Put GEX 4,GEX,-26753.521
2025-02-05 07:46:17,5970,6006.0,Call VEX 3,VEX,0.015
2025-02-05 07:46:17,5975,6011.0,Call VEX 5,VEX,0.011
2025-02-05 07:46:17,5980,6016.0,Put GEX 5,GEX,-20874.57
2025-02-05 07:46:17,5990,6026.0,Call DEX 4,DEX,2.29
2025-02-05 07:46:17,5990,6026.0,Call VEX 4,VEX,0.013
2025-02-05 07:46:17,5995,6031.0,Put DEX 3,DEX,-3.148
2025-02-05 07:46:17,5995,6031.0,Put GEX 2,GEX,-99971.56
2025-02-05 07:46:17,5995,6031.0,Call VEX 2,VEX,0.036
2025-02-05 07:46:17,6000,6036.25,Put DEX 2,DEX,-5.959
2025-02-05 07:46:17,6000,6036.25,Put GEX 1,GEX,-185997.544
2025-02-05 07:46:17,6000,6036.25,Call VEX 1,VEX,0.061
2025-02-05 07:46:17,6005,6041.25,Call DEX 2,DEX,3.097
2025-02-05 07:46:17,6025,6061.25,Put DEX 5,DEX,-2.494
2025-02-05 07:46:17,6025,6061.25,Put GEX 3,GEX,-40611.892
2025-02-05 07:46:17,6045,6081.5,Call GEX 5,GEX,17658.088
2025-02-05 07:46:17,6050,6086.5,Call GEX 3,GEX,29842.005
2025-02-05 07:46:17,6050,6086.5,Put VEX 4,VEX,-0.015
2025-02-05 07:46:17,6055,6091.5,Call DEX 1,DEX,3.62
2025-02-05 07:46:17,6055,6091.5,Call GEX 1,GEX,135545.313
2025-02-05 07:46:17,6055,6091.5,Put VEX 2,VEX,-0.035
2025-02-05 07:46:17,6060,6096.5,Call DEX 3,DEX,2.872
2025-02-05 07:46:17,6060,6096.5,Call GEX 2,GEX,127733.859
2025-02-05 07:46:17,6060,6096.5,Put VEX 1,VEX,-0.038
2025-02-05 07:46:17,6065,6101.5,Call GEX 4,GEX,22813.878
2025-02-05 07:46:17,6080,6116.5,Put DEX 4,DEX,-2.609
2025-02-05 07:46:17,6080,6116.5,Put VEX 5,VEX,-0.013
2025-02-05 07:46:17,6100,6136.75,Put DEX 1,DEX,-8.077
2025-02-05 07:46:17,6100,6136.75,Put VEX 3,VEX,-0.019
2025-02-05 07:47:32,5945,5980.75,Call VEX 5,VEX,0.011
2025-02-05 07:47:32,5960,5996.0,Call DEX 5,DEX,1.619
2025-02-05 07:47:32,5970,6006.0,Put GEX 4,GEX,-27456.563
2025-02-05 07:47:32,5970,6006.0,Call VEX 3,VEX,0.015
2025-02-05 07:47:32,5980,6016.0,Put GEX 5,GEX,-21402.664
2025-02-05 07:47:32,5990,6026.0,Call DEX 4,DEX,2.182
2025-02-05 07:47:32,5990,6026.0,Call VEX 4,VEX,0.013
2025-02-05 07:47:32,5995,6031.0,Put DEX 3,DEX,-3.375
2025-02-05 07:47:32,5995,6031.0,Put GEX 2,GEX,-103091.625
2025-02-05 07:47:32,5995,6031.0,Call VEX 2,VEX,0.036
2025-02-05 07:47:32,6000,6036.25,Put DEX 2,DEX,-6.439
2025-02-05 07:47:32,6000,6036.25,Put GEX 1,GEX,-191609.905
2025-02-05 07:47:32,6000,6036.25,Call VEX 1,VEX,0.06
2025-02-05 07:47:32,6005,6041.25,Call DEX 2,DEX,2.969
2025-02-05 07:47:32,6025,6061.25,Put DEX 4,DEX,-2.718
2025-02-05 07:47:32,6025,6061.25,Put GEX 3,GEX,-42142.28
2025-02-05 07:47:32,6050,6086.5,Call GEX 3,GEX,28339.433
2025-02-05 07:47:32,6050,6086.5,Put VEX 4,VEX,-0.015
2025-02-05 07:47:32,6055,6091.5,Call DEX 1,DEX,3.29
2025-02-05 07:47:32,6055,6091.5,Call GEX 1,GEX,130343.941
2025-02-05 07:47:32,6055,6091.5,Put VEX 2,VEX,-0.036
2025-02-05 07:47:32,6060,6096.5,Call DEX 3,DEX,2.584
2025-02-05 07:47:32,6060,6096.5,Call GEX 2,GEX,122389.941
2025-02-05 07:47:32,6060,6096.5,Put VEX 1,VEX,-0.038
2025-02-05 07:47:32,6065,6101.5,Call GEX 4,GEX,21754.348
2025-02-05 07:47:32,6075,6111.5,Call GEX 5,GEX,16530.567
2025-02-05 07:47:32,6080,6116.5,Put DEX 5,DEX,-2.712
