timestamp,Theo ES,Rank,Value
2025-06-02 11:19:22,12023.75,Call CEX 1,0.0
2025-06-02 11:19:22,200.5,Call CEX 2,0.0
2025-06-02 11:19:22,400.75,Call CEX 3,0.0
2025-06-02 11:19:22,601.25,Call CEX 4,0.0
2025-06-02 11:19:22,801.5,Call CEX 5,0.0
2025-06-02 11:19:22,4008.0,Call DEX 1,891.563
2025-06-02 11:19:22,5009.75,Call DEX 2,866.575
2025-06-02 11:19:22,6512.75,Call DEX 3,154.728
2025-06-02 11:19:22,6412.5,Call DEX 4,151.984
2025-06-02 11:19:22,6112.0,Call DEX 5,148.505
2025-06-02 11:19:22,6112.0,Call GEX 1,284732.312
2025-06-02 11:19:22,6011.75,Call GEX 2,250022.788
2025-06-02 11:19:22,6212.25,Call GEX 3,180914.86
2025-06-02 11:19:22,6062.0,Call GEX 4,148957.94
2025-06-02 11:19:22,6162.0,Call GEX 5,146884.914
2025-06-02 11:19:22,12023.75,Call VEX 1,0.0
2025-06-02 11:19:22,200.5,Call VEX 2,0.0
2025-06-02 11:19:22,400.75,Call VEX 3,0.0
2025-06-02 11:19:22,601.25,Call VEX 4,0.0
2025-06-02 11:19:22,801.5,Call VEX 5,0.0
2025-06-02 11:19:22,9218.25,Put CEX 1,0.0
2025-06-02 11:19:22,9017.75,Put CEX 2,0.0
2025-06-02 11:19:22,8917.5,Put CEX 3,0.0
2025-06-02 11:19:22,8817.25,Put CEX 4,0.0
2025-06-02 11:19:22,8717.25,Put CEX 5,0.0
2025-06-02 11:19:22,4859.5,Put DEX 1,-256.061
2025-06-02 11:19:22,4809.5,Put DEX 2,-170.008
2025-06-02 11:19:22,4709.25,Put DEX 3,-137.629
2025-06-02 11:19:22,4759.25,Put DEX 4,-122.907
2025-06-02 11:19:22,5210.25,Put DEX 5,-94.887
2025-06-02 11:19:22,4859.5,Put GEX 1,-77437.708
2025-06-02 11:19:22,5711.25,Put GEX 2,-75844.091
2025-06-02 11:19:22,5611.0,Put GEX 3,-72750.375
2025-06-02 11:19:22,5310.5,Put GEX 4,-68697.263
2025-06-02 11:19:22,5210.25,Put GEX 5,-65662.234
2025-06-02 11:19:22,9218.25,Put VEX 1,0.0
2025-06-02 11:19:22,9017.75,Put VEX 2,0.0
2025-06-02 11:19:22,8917.5,Put VEX 3,0.0
2025-06-02 11:19:22,8817.25,Put VEX 4,0.0
2025-06-02 11:19:22,8717.25,Put VEX 5,0.0
2025-06-02 11:20:33,12021.0,Call CEX 1,0.0
2025-06-02 11:20:33,200.25,Call CEX 2,0.0
2025-06-02 11:20:33,400.75,Call CEX 3,0.0
2025-06-02 11:20:33,601.0,Call CEX 4,0.0
2025-06-02 11:20:33,801.5,Call CEX 5,0.0
2025-06-02 11:20:33,4007.0,Call DEX 1,894.604
2025-06-02 11:20:33,5008.75,Call DEX 2,880.372
2025-06-02 11:20:33,6511.25,Call DEX 3,154.973
2025-06-02 11:20:33,6411.25,Call DEX 4,152.255
2025-06-02 11:20:33,6110.5,Call DEX 5,150.692
2025-06-02 11:20:33,6010.5,Call GEX 1,446789.694
2025-06-02 11:20:33,6110.5,Call GEX 2,305335.473
2025-06-02 11:20:33,6210.75,Call GEX 3,188754.615
2025-06-02 11:20:33,5915.25,Call GEX 4,169560.553
2025-06-02 11:20:33,6060.5,Call GEX 5,163153.242
2025-06-02 11:20:33,12021.0,Call VEX 1,0.0
2025-06-02 11:20:33,200.25,Call VEX 2,0.0
2025-06-02 11:20:33,400.75,Call VEX 3,0.0
2025-06-02 11:20:33,601.0,Call VEX 4,0.0
2025-06-02 11:20:33,801.5,Call VEX 5,0.0
2025-06-02 11:20:33,9216.0,Put CEX 1,0.0
2025-06-02 11:20:33,9015.75,Put CEX 2,0.0
2025-06-02 11:20:33,8915.5,Put CEX 3,0.0
2025-06-02 11:20:33,8815.25,Put CEX 4,0.0
2025-06-02 11:20:33,8715.25,Put CEX 5,0.0
2025-06-02 11:20:33,4858.5,Put DEX 1,-256.208
2025-06-02 11:20:33,4808.25,Put DEX 2,-169.994
2025-06-02 11:20:33,4708.25,Put DEX 3,-137.664
2025-06-02 11:20:33,4758.25,Put DEX 4,-122.926
2025-06-02 11:20:33,5319.25,Put DEX 5,-85.771
2025-06-02 11:20:33,4858.5,Put GEX 1,-76890.714
2025-06-02 11:20:33,5609.75,Put GEX 2,-66563.071
2025-06-02 11:20:33,5309.25,Put GEX 3,-66017.944
2025-06-02 11:20:33,5209.0,Put GEX 4,-60440.309
2025-06-02 11:20:33,5710.0,Put GEX 5,-57039.22
2025-06-02 11:20:33,9216.0,Put VEX 1,0.0
2025-06-02 11:20:33,9015.75,Put VEX 2,0.0
2025-06-02 11:20:33,8915.5,Put VEX 3,0.0
2025-06-02 11:20:33,8815.25,Put VEX 4,0.0
2025-06-02 11:20:33,8715.25,Put VEX 5,0.0
2025-06-02 11:21:44,12022.25,Call CEX 1,0.0
2025-06-02 11:21:44,200.25,Call CEX 2,0.0
2025-06-02 11:21:44,400.75,Call CEX 3,0.0
2025-06-02 11:21:44,601.0,Call CEX 4,0.0
2025-06-02 11:21:44,801.5,Call CEX 5,0.0
2025-06-02 11:21:44,4007.5,Call DEX 1,893.91
2025-06-02 11:21:44,5009.25,Call DEX 2,873.705
2025-06-02 11:21:44,6512.0,Call DEX 3,154.868
2025-06-02 11:21:44,6412.0,Call DEX 4,152.224
2025-06-02 11:21:44,6111.25,Call DEX 5,150.095
2025-06-02 11:21:44,6011.25,Call GEX 1,371748.575
2025-06-02 11:21:44,6111.25,Call GEX 2,298299.871
